986,5466974037014; 2,9954680734965135e-10
2478,093263258942; 3,0509774632989694e-10
5149,495771748713; 1,2813067411211243e-10
7678,813462930528; 1,275438536919243e-10
12934,948558171543; 9,639430822405594e-11
17190,72201858571; 1,0279250667146013e-10
27061,567022766572; 8,834326470753119e-11
60174,399458955275; 8,753591832629576e-11
145132,50987715038; 8,79386650121366e-11
261605,6135214009; 8,713501616348623e-11
484500,37513294007; 9,954201410064021e-11
722476,1740317545; 1,0185311238312287e-10
1055672,994233327; 9,464051315532361e-11
1511512,5752518668; 8,753591832629576e-11
2269250,0461052516; 8,63387116550285e-11
2546140,429155678; 8,63387116550285e-11
